"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL113999";"";"0";"355.40";"0";"2.43";"GNF-Pf-607";"COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL581897";"";"0";"566.66";"1";"3.94";"GNF-Pf-612";"COc1ccc(CN2CCN(C(=O)c3sc4ncn(Cc5ccccc5F)c(=O)c4c3C)CC2)c(OC)c1OC";"IFI";"'='";"1.149";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL527461";"";"0";"292.30";"0";"-0.14";"GNF-Pf-620";"N#Cc1nc(C(=O)N2CCOCC2)oc1N1CCOCC1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL581050";"";"0";"570.62";"1";"4.94";"GNF-Pf-621";"CCOC(=O)c1ccc(NC(=O)c2sc(NC(=O)c3cc(OC)c(OC)c(OC)c3)c(C(=O)OCC)c2C)cc1";"IFI";"'='";"2.326";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL584874";"";"0";"350.44";"0";"1.21";"GNF-Pf-672";"CN(C)C(=O)CN(C)C(=O)c1cnc2scc(C(C)(C)C)n2c1=O";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL603732";"";"0";"406.66";"0";"3.88";"GNF-Pf-675";"N#Cc1cn(-c2ccc(Cl)cc2)c(=O)n(Cc2c(Cl)cccc2Cl)c1=O";"IFI";"'='";"3.478";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL585087";"";"0";"388.56";"0";"3.11";"GNF-Pf-687";"CC(C)CNC(=O)c1cnc(NCCCN2CCCC2)nc1NC1CCCC1";"IFI";"'='";"1.905";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL598052";"";"0";"424.59";"0";"3.41";"GNF-Pf-700";"CC(C)CNc1nc(NCCCN2CCCC2)ncc1C(=O)NCCc1ccccc1";"IFI";"'='";"1.905";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL598890";"";"0";"458.61";"0";"3.96";"GNF-Pf-717";"O=C(NCc1ccccc1)c1cnc(NCCCN2CCCC2)nc1NCCc1ccccc1";"IFI";"'='";"1.905";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL598485";"";"0";"411.53";"0";"2.98";"GNF-Pf-720";"Cc1nccn1CC(C)C(=O)N1CCCC(n2nc(-c3cccs3)ccc2=O)C1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL598486";"";"0";"370.50";"0";"2.28";"GNF-Pf-723";"CC(C)CNc1nc(NCCCN)ncc1C(=O)NCCc1ccccc1";"IFI";"'='";"1.905";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL597665";"";"0";"494.93";"1";"5.35";"GNF-Pf-725";"CC(C)C1N=C2c3ccccc3N=C(SCC(=O)Nc3cc(C(F)(F)F)ccc3Cl)N2C1=O";"IFI";"'='";"3.529";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL604736";"";"0";"407.25";"0";"4.10";"GNF-Pf-740";"COc1ccc(OC)c(NC2=C(Cl)C(=O)N(c3ccc(C)c(Cl)c3)C2=O)c1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601182";"";"0";"371.49";"0";"2.87";"GNF-Pf-749";"CCCN1CCC(c2nc(N3CCOCC3)ncc2-c2cc(C)no2)CC1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601183";"";"0";"440.53";"0";"1.57";"GNF-Pf-752";"CN(C)CCNC(=O)c1c[nH]c2ccc(S(=O)(=O)N3CCc4ccccc43)cc2c1=O";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL585273";"";"0";"433.51";"1";"6.12";"GNF-Pf-753";"N#CC(C#N)C(/C(Sc1ccc([N+](=O)[O-])cc1)=C(/O)c1ccccc1)c1cccs1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL584062";"";"0";"419.52";"1";"5.48";"GNF-Pf-761";"CCOC(=O)C1=C(C)N(c2ccc(OCC)cc2)C(=O)C1=Cc1ccc(C(C)C)cc1";"IFI";"";"";"";"";"";"Not applicable";"";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL598053";"";"0";"428.56";"0";"4.99";"GNF-Pf-768";"CN(Cc1ccccc1)C(=O)CSc1nc(NCc2ccccc2)c2ccccc2n1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL268356";"";"0";"289.34";"0";"1.05";"GNF-Pf-785";"CCOC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL1744508";"";"0";"294.38";"0";"3.89";"GNF-Pf-791";"Cc1ccccc1/C=C1\SC(=Nc2ccccc2)NC1=O";"IFI";"";"";"";"";"";"Not applicable";"";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL585250";"";"0";"298.25";"0";"3.17";"GNF-Pf-1347";"CC1=NOC(=O)/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577436";"";"0";"484.56";"1";"6.53";"GNF-Pf-2204";"O=C(/C=C\c1ccccc1)Nc1ccc2[nH]c(-c3ccc(NC(=O)/C=C/c4ccccc4)cc3)nc2c1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL576527";"";"0";"363.51";"0";"4.07";"GNF-Pf-2210";"O=C(NCc1ccccc1)NC1CC2CCCC(C1)N2Cc1ccccc1";"IFI";"'='";"3.947";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577368";"";"0";"430.37";"0";"-0.80";"GNF-Pf-2212";"CC(=O)OCN1C(=O)N(COC(C)=O)C2C1N(COC(C)=O)C(=O)N2COC(C)=O";"IFI";"'='";"1.136";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577589";"";"0";"395.55";"0";"4.19";"GNF-Pf-2215";"Cc1ccc(CN2CCN(Cc3cn(C(C)C)c4ccccc34)CC2CCO)o1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL579302";"";"0";"428.66";"1";"6.72";"GNF-Pf-2220";"CCCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCCCC";"IFI";"'='";"5.882";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL600105";"";"0";"317.37";"0";"1.70";"GNF-Pf-2221";"CC1(C)Oc2ccc3ccc(=O)oc3c2CC1=NNC(N)=S";"IFI";"'='";"3.846";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578050";"";"0";"305.39";"0";"3.45";"GNF-Pf-2226";"CCN(CC)c1cc(-c2ccccn2)nc(-c2ccccn2)n1";"IFI";"'='";"15.38";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL602392";"";"0";"366.38";"0";"3.79";"GNF-Pf-2237";"O=C1C(Nc2ccccc2)=C(n2nnc3ccccc32)C(=O)c2ccccc21";"IFI";"'='";"9.091";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL610330";"";"0";"386.88";"0";"4.72";"GNF-Pf-2238";"O=C(c1ccccc1)N1CCc2nc(Cc3ccc(F)cc3Cl)sc2C1";"IFI";"'='";"1.389";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL600936";"";"0";"410.30";"0";"3.33";"GNF-Pf-2240";"CCOC(=O)c1sc(Nc2c(Cl)cc(S(N)(=O)=O)cc2Cl)nc1C";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601154";"";"0";"442.56";"0";"3.35";"GNF-Pf-2245";"C=C(C)[C@@H]1CC=C(CN2C[C@H](NC(=O)c3ccc(OC)cc3OC)C[C@H]2C(=O)OC)CC1";"IFI";"'='";"1.739";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577417";"";"0";"352.43";"1";"5.13";"GNF-Pf-2255";"FC(F)(F)c1cccc(-c2nc3c(s2)CN(C2CCCC2)CC3)c1";"IFI";"'='";"2.778";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL609749";"";"0";"524.73";"1";"4.50";"GNF-Pf-2258";"CCN(CC)CCCNC(=S)N(CCc1cccc(C)c1)Cc1cc2cc(OC)c(OC)cc2[nH]c1=O";"IFI";"'='";"11.43";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577869";"";"0";"396.64";"1";"6.92";"GNF-Pf-2270";"CCCCCc1ccc(OCCCC[n+]2cccc(C)c2C)c(CCCCC)c1";"IFI";"'='";"7.143";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL579078";"";"0";"467.51";"0";"3.52";"GNF-Pf-2273";"CCC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc21";"IFI";"'='";"5.714";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL579079";"";"0";"344.21";"0";"3.15";"GNF-Pf-2274";"O=C1C2C(C(=O)N1c1ccc(Br)cc1)C1C=CC2C12CC2";"IFI";"'='";"0.9346";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577163";"";"0";"502.58";"1";"4.04";"GNF-Pf-2282";"O=C(Nc1ccc(C2=NCCN2)cc1)c1cccc2c(C(=O)Nc3ccc(C4=NCCN4)cc3)cccc12";"IFI";"'='";"1.681";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL600916";"";"0";"580.80";"1";"3.92";"GNF-Pf-2287";"CSc1cccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(CCN2CCCCC2)C4C(=O)NC2CCCC(C)C2C)c1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
